transaction_id,cust_id,DOB,Gender,city_code,tran_date,prod_subcat,prod_subcat_code,prod_cat,prod_cat_code,Qty,Rate,Tax,total_amt,Store_type,city_name,State,Zip code,Return or sale,Year,Product_ID
19151160260,274222,1/21/1988,M,3,9/8/2011,DIY,6,Books,5,3,296,93.24,981.24,e-Shop,Las Vegas,Nevada,89107,S,2011,5-6
13681424282,270655,1/27/1982,M,3,9/8/2011,Women,1,Clothing,1,5,759,398.475,4193.475,Flagship store,Las Vegas,Nevada,89107,S,2011,1-1
474391737,268453,9/9/1971,M,3,9/8/2011,Fiction,7,Books,5,2,856,179.76,1891.76,Flagship store,Las Vegas,Nevada,89107,S,2011,5-7
64222109424,273273,12/17/1978,M,3,9/8/2011,Furnishing,2,Home and kitchen,6,-2,-1297,272.37,-2866.37,e-Shop,Las Vegas,Nevada,89107,R,2011,6-2
87653241700,267613,9/15/1970,M,3,9/8/2011,Women,1,Footwear,2,5,325,170.625,1795.625,e-Shop,Las Vegas,Nevada,89107,S,2011,2-1
91228507547,271340,9/21/1973,M,3,9/8/2011,Furnishing,2,Home and kitchen,6,4,473,198.66,2090.66,MBR,Las Vegas,Nevada,89107,S,2011,6-2
68672076426,273376,12/1/1984,F,3,9/8/2011,Mens,4,Clothing,1,3,859,270.585,2847.585,e-Shop,Las Vegas,Nevada,89107,S,2011,1-4
12647081503,267464,5/16/1977,F,3,9/7/2011,Children,11,Books,5,2,1347,282.87,2976.87,e-Shop,Las Vegas,Nevada,89107,S,2011,5-11
36889124720,270033,4/1/1982,M,3,9/7/2011,Academic,12,Home and kitchen,6,5,884,464.1,4884.1,e-Shop,Las Vegas,Nevada,89107,S,2011,6-12
64222109424,273273,12/17/1978,M,3,9/6/2011,Furnishing,2,Home and kitchen,6,2,1297,272.37,2866.37,e-Shop,Las Vegas,Nevada,89107,S,2011,6-2
77983386452,274479,2/21/1989,M,3,9/5/2011,Audio and video,10,Home and kitchen,6,1,1050,110.25,1160.25,MBR,Las Vegas,Nevada,89107,S,2011,6-10
65469316488,266888,4/29/1977,M,3,9/4/2011,Fiction,7,Books,5,2,323,67.83,713.83,TeleShop,Las Vegas,Nevada,89107,S,2011,5-7
84946055220,274707,8/14/1988,M,3,9/4/2011,Children,11,Books,5,5,554,290.85,3060.85,TeleShop,Las Vegas,Nevada,89107,S,2011,5-11
20928669977,271477,5/4/1990,M,3,9/2/2011,Academic,12,Books,5,2,929,195.09,2053.09,e-Shop,Las Vegas,Nevada,89107,S,2011,5-12
45688115565,274602,3/15/1970,F,3,9/2/2011,Academic,12,Books,5,1,1181,124.005,1305.005,MBR,Las Vegas,Nevada,89107,S,2011,5-12
4274881969,272003,12/24/1973,M,3,8/30/2011,Kids,3,Footwear,2,4,186,78.12,822.12,TeleShop,Las Vegas,Nevada,89107,S,2011,2-3
7679984737,274546,7/26/1970,M,3,8/30/2011,Personal Appliances,8,Electronics,3,-5,-1426,748.65,-7878.65,e-Shop,Las Vegas,Nevada,89107,R,2011,3-8
41996863271,267674,1/17/1987,M,3,8/29/2011,Women,1,Footwear,2,4,413,173.46,1825.46,e-Shop,Las Vegas,Nevada,89107,S,2011,2-1
7567208998,273564,11/3/1992,F,3,8/28/2011,Academic,12,Books,5,2,132,27.72,291.72,Flagship store,Las Vegas,Nevada,89107,S,2011,5-12
51907919458,272633,11/23/1981,F,3,8/27/2011,Children,11,Home and kitchen,6,4,658,276.36,2908.36,MBR,Las Vegas,Nevada,89107,S,2011,6-11
3454462632,268261,6/5/1975,F,3,8/27/2011,Kids,3,Footwear,2,5,1306,685.65,7215.65,Flagship store,Las Vegas,Nevada,89107,S,2011,2-3
28473515266,275089,10/9/1987,F,3,8/27/2011,Fiction,7,Books,5,4,113,47.46,499.46,TeleShop,Las Vegas,Nevada,89107,S,2011,5-7
61658444669,274345,11/29/1977,F,3,8/25/2011,DIY,6,Books,5,1,321,33.705,354.705,MBR,Las Vegas,Nevada,89107,S,2011,5-6
7679984737,274546,7/26/1970,M,3,8/25/2011,Personal Appliances,8,Electronics,3,5,1426,748.65,7878.65,e-Shop,Las Vegas,Nevada,89107,S,2011,3-8
88440832659,274825,9/24/1978,M,3,8/25/2011,Fiction,7,Books,5,2,318,66.78,702.78,Flagship store,Las Vegas,Nevada,89107,S,2011,5-7
96296377194,272727,2/20/1973,M,3,8/24/2011,Mens,4,Clothing,1,1,1228,128.94,1356.94,TeleShop,Las Vegas,Nevada,89107,S,2011,1-4
22327518341,274552,4/8/1974,F,3,8/23/2011,Kids,3,Footwear,2,5,1305,685.125,7210.125,MBR,Las Vegas,Nevada,89107,S,2011,2-3
45803950150,268067,10/14/1979,M,3,8/21/2011,Mens,4,Bags,4,4,187,78.54,826.54,MBR,Las Vegas,Nevada,89107,S,2011,4-4
96463314519,272005,6/1/1990,M,3,8/21/2011,Personal Appliances,8,Electronics,3,2,829,174.09,1832.09,e-Shop,Las Vegas,Nevada,89107,S,2011,3-8
38152757314,269776,4/8/1979,F,3,8/20/2011,Academic,12,Books,5,2,673,141.33,1487.33,TeleShop,Las Vegas,Nevada,89107,S,2011,5-12
11581923918,272945,2/20/1979,M,3,8/20/2011,Mens,4,Footwear,2,4,1095,459.9,4839.9,e-Shop,Las Vegas,Nevada,89107,S,2011,2-4
75314996655,274552,4/8/1974,F,3,8/20/2011,Fiction,7,Books,5,-2,-165,34.65,-364.65,MBR,Las Vegas,Nevada,89107,R,2011,5-7
92850813629,272666,2/19/1974,F,3,8/19/2011,Kids,3,Footwear,2,1,1189,124.845,1313.845,MBR,Las Vegas,Nevada,89107,S,2011,2-3
46741196260,272687,9/13/1986,M,3,8/18/2011,Women,1,Clothing,1,4,768,322.56,3394.56,e-Shop,Las Vegas,Nevada,89107,S,2011,1-1
93379795352,273640,11/23/1983,F,3,8/18/2011,Women,1,Clothing,1,4,599,251.58,2647.58,Flagship store,Las Vegas,Nevada,89107,S,2011,1-1
98159908204,272431,3/10/1979,F,3,8/18/2011,Cameras,9,Electronics,3,2,1260,264.6,2784.6,TeleShop,Las Vegas,Nevada,89107,S,2011,3-9
75314996655,274552,4/8/1974,F,3,8/18/2011,Fiction,7,Books,5,2,165,34.65,364.65,MBR,Las Vegas,Nevada,89107,S,2011,5-7
72571219989,269212,7/26/1987,M,3,8/18/2011,Mens,4,Electronics,3,5,1106,580.65,6110.65,MBR,Las Vegas,Nevada,89107,S,2011,3-4
33860694869,267455,9/27/1982,F,3,8/17/2011,Mens,4,Bags,4,4,1109,465.78,4901.78,Flagship store,Las Vegas,Nevada,89107,S,2011,4-4
38278185248,274408,5/19/1979,F,3,8/17/2011,Women,1,Footwear,2,-3,-1357,427.455,-4498.455,MBR,Las Vegas,Nevada,89107,R,2011,2-1
69742596220,268596,1/12/1989,M,3,8/17/2011,Mens,4,Bags,4,-1,-1240,130.2,-1370.2,MBR,Las Vegas,Nevada,89107,R,2011,4-4
14580898536,273094,2/22/1992,M,3,8/16/2011,Mens,4,Bags,4,5,621,326.025,3431.025,e-Shop,Las Vegas,Nevada,89107,S,2011,4-4
33027760892,275030,8/10/1976,M,3,8/16/2011,Audio and video,10,Electronics,3,4,193,81.06,853.06,Flagship store,Las Vegas,Nevada,89107,S,2011,3-10
25613344202,268209,10/3/1989,M,3,8/16/2011,Mens,4,Clothing,1,1,1197,125.685,1322.685,e-Shop,Las Vegas,Nevada,89107,S,2011,1-4
81429200716,269212,7/26/1987,M,3,8/16/2011,Fiction,7,Books,5,3,726,228.69,2406.69,TeleShop,Las Vegas,Nevada,89107,S,2011,5-7
69742596220,268596,1/12/1989,M,3,8/16/2011,Mens,4,Bags,4,1,1240,130.2,1370.2,MBR,Las Vegas,Nevada,89107,S,2011,4-4
39225667382,270817,2/28/1978,M,3,8/15/2011,Mens,4,Footwear,2,1,468,49.14,517.14,e-Shop,Las Vegas,Nevada,89107,S,2011,2-4
11028206800,272368,4/17/1972,M,3,8/15/2011,Women,1,Bags,4,3,946,297.99,3135.99,e-Shop,Las Vegas,Nevada,89107,S,2011,4-1
25170119432,273123,6/19/1987,M,3,8/14/2011,Kids,3,Books,5,3,733,230.895,2429.895,MBR,Las Vegas,Nevada,89107,S,2011,5-3
66469688985,270852,4/17/1989,F,3,8/13/2011,Women,1,Footwear,2,2,1498,314.58,3310.58,TeleShop,Las Vegas,Nevada,89107,S,2011,2-1
97294002975,270363,9/22/1990,M,3,8/12/2011,Children,11,Home and kitchen,6,-1,-209,21.945,-230.945,e-Shop,Las Vegas,Nevada,89107,R,2011,6-11
57625624772,270242,12/24/1983,F,3,8/11/2011,Kids,3,Clothing,1,5,378,198.45,2088.45,Flagship store,Las Vegas,Nevada,89107,S,2011,1-3
97294002975,270363,9/22/1990,M,3,8/11/2011,Children,11,Home and kitchen,6,1,209,21.945,230.945,e-Shop,Las Vegas,Nevada,89107,S,2011,6-11
76227091573,269631,9/6/1982,F,3,8/10/2011,Fiction,7,Books,5,1,1207,126.735,1333.735,TeleShop,Las Vegas,Nevada,89107,S,2011,5-7
87125650,268666,11/12/1978,M,3,8/9/2011,Women,1,Bags,4,-5,-359,188.475,-1983.475,e-Shop,Las Vegas,Nevada,89107,R,2011,4-1
24141308875,274114,5/12/1986,F,3,8/9/2011,Mens,4,Electronics,3,2,474,99.54,1047.54,TeleShop,Las Vegas,Nevada,89107,S,2011,3-4
85475160771,270476,12/25/1992,F,3,8/9/2011,Computers,5,Electronics,3,5,1354,710.85,7480.85,Flagship store,Las Vegas,Nevada,89107,S,2011,3-5
39696876361,270854,6/3/1987,F,3,8/8/2011,Mens,4,Footwear,2,2,1387,291.27,3065.27,e-Shop,Las Vegas,Nevada,89107,S,2011,2-4
37023191236,268133,1/23/1978,M,3,8/8/2011,Audio and video,10,Electronics,3,3,244,76.86,808.86,TeleShop,Las Vegas,Nevada,89107,S,2011,3-10
47820766095,268968,8/28/1983,M,3,8/8/2011,Children,11,Home and kitchen,6,1,534,56.07,590.07,MBR,Las Vegas,Nevada,89107,S,2011,6-11
56818114952,268279,6/3/1978,M,3,8/8/2011,Kids,3,Clothing,1,2,486,102.06,1074.06,Flagship store,Las Vegas,Nevada,89107,S,2011,1-3
19709429929,275026,9/18/1987,M,3,8/8/2011,Furnishing,2,Home and kitchen,6,1,196,20.58,216.58,e-Shop,Las Vegas,Nevada,89107,S,2011,6-2
78712360442,273504,6/20/1979,F,3,8/8/2011,Children,11,Home and kitchen,6,2,1061,222.81,2344.81,TeleShop,Las Vegas,Nevada,89107,S,2011,6-11
38278185248,274408,5/19/1979,F,3,8/7/2011,Women,1,Footwear,2,3,1357,427.455,4498.455,MBR,Las Vegas,Nevada,89107,S,2011,2-1
48037393494,271233,3/7/1982,M,3,8/7/2011,Personal Appliances,8,Electronics,3,2,1156,242.76,2554.76,MBR,Las Vegas,Nevada,89107,S,2011,3-8
53015148085,266809,2/26/1980,F,3,8/6/2011,Mens,4,Footwear,2,3,1423,448.245,4717.245,MBR,Las Vegas,Nevada,89107,S,2011,2-4
97643517533,270870,10/14/1987,F,3,8/6/2011,Furnishing,2,Home and kitchen,6,5,602,316.05,3326.05,e-Shop,Las Vegas,Nevada,89107,S,2011,6-2
87125650,268666,11/12/1978,M,3,8/5/2011,Women,1,Bags,4,5,359,188.475,1983.475,e-Shop,Las Vegas,Nevada,89107,S,2011,4-1
55380233674,272262,9/17/1984,M,3,8/5/2011,Computers,5,Electronics,3,1,1400,147,1547,e-Shop,Las Vegas,Nevada,89107,S,2011,3-5
5778108662,273684,11/9/1992,M,3,8/5/2011,Mens,4,Footwear,2,4,983,412.86,4344.86,TeleShop,Las Vegas,Nevada,89107,S,2011,2-4
63036920176,267768,12/20/1981,M,3,8/5/2011,Women,1,Footwear,2,1,649,68.145,717.145,MBR,Las Vegas,Nevada,89107,S,2011,2-1
83889543263,267926,6/18/1985,M,3,8/5/2011,Women,1,Bags,4,5,1018,534.45,5624.45,e-Shop,Las Vegas,Nevada,89107,S,2011,4-1
72250908933,267083,10/15/1980,F,3,8/5/2011,Children,11,Books,5,4,1292,542.64,5710.64,e-Shop,Las Vegas,Nevada,89107,S,2011,5-11
26586803739,268497,4/4/1980,F,3,8/4/2011,Audio and video,10,Electronics,3,2,502,105.42,1109.42,TeleShop,Las Vegas,Nevada,89107,S,2011,3-10
70923707096,272143,10/28/1992,F,3,8/4/2011,Women,1,Bags,4,-1,-565,59.325,-624.325,e-Shop,Las Vegas,Nevada,89107,R,2011,4-1
21807563848,272993,2/23/1985,F,3,8/2/2011,Children,11,Books,5,5,198,103.95,1093.95,Flagship store,Las Vegas,Nevada,89107,S,2011,5-11
58458251677,269855,11/13/1986,F,3,8/2/2011,Furnishing,2,Home and kitchen,6,3,1093,344.295,3623.295,MBR,Las Vegas,Nevada,89107,S,2011,6-2
83363246096,269352,3/1/1973,F,3,8/2/2011,Personal Appliances,8,Electronics,3,4,104,43.68,459.68,Flagship store,Las Vegas,Nevada,89107,S,2011,3-8
8263363574,267607,9/20/1992,F,3,8/1/2011,DIY,6,Books,5,1,172,18.06,190.06,e-Shop,Las Vegas,Nevada,89107,S,2011,5-6
21475698119,273290,3/9/1990,M,3,8/1/2011,Cameras,9,Electronics,3,1,166,17.43,183.43,TeleShop,Las Vegas,Nevada,89107,S,2011,3-9
46442726980,271470,8/24/1976,F,3,8/1/2011,Children,11,Books,5,3,478,150.57,1584.57,Flagship store,Las Vegas,Nevada,89107,S,2011,5-11
29945619974,267113,4/11/1975,F,3,7/31/2011,Kids,3,Footwear,2,1,1223,128.415,1351.415,e-Shop,Las Vegas,Nevada,89107,S,2011,2-3
10514234209,269320,6/29/1981,F,3,7/31/2011,Audio and video,10,Electronics,3,5,884,464.1,4884.1,e-Shop,Las Vegas,Nevada,89107,S,2011,3-10
18779926280,267674,1/17/1987,M,3,7/31/2011,Children,11,Books,5,4,292,122.64,1290.64,e-Shop,Las Vegas,Nevada,89107,S,2011,5-11
96364051648,272546,10/14/1974,F,3,7/31/2011,Women,1,Footwear,2,3,1434,451.71,4753.71,TeleShop,Las Vegas,Nevada,89107,S,2011,2-1
39737756357,274875,9/11/1992,F,3,7/30/2011,Kids,3,Clothing,1,3,677,213.255,2244.255,TeleShop,Las Vegas,Nevada,89107,S,2011,1-3
79625412784,272742,7/28/1989,M,3,7/30/2011,Mens,4,Bags,4,5,1106,580.65,6110.65,Flagship store,Las Vegas,Nevada,89107,S,2011,4-4
48248990428,274884,3/29/1974,F,3,7/28/2011,DIY,6,Books,5,1,536,56.28,592.28,e-Shop,Las Vegas,Nevada,89107,S,2011,5-6
63828650347,270758,12/17/1978,M,3,7/28/2011,Kids,3,Clothing,1,3,565,177.975,1872.975,TeleShop,Las Vegas,Nevada,89107,S,2011,1-3
96287063965,267536,10/9/1970,M,3,7/28/2011,Computers,5,Electronics,3,1,375,39.375,414.375,e-Shop,Las Vegas,Nevada,89107,S,2011,3-5
78009424136,270296,9/10/1981,F,3,7/28/2011,Fiction,7,Books,5,4,1281,538.02,5662.02,Flagship store,Las Vegas,Nevada,89107,S,2011,5-7
33725743887,274054,7/20/1974,M,3,7/26/2011,Personal Appliances,8,Electronics,3,2,346,72.66,764.66,TeleShop,Las Vegas,Nevada,89107,S,2011,3-8
77480994356,270489,4/16/1992,F,3,7/26/2011,Mens,4,Bags,4,2,139,29.19,307.19,TeleShop,Las Vegas,Nevada,89107,S,2011,4-4
70923707096,272143,10/28/1992,F,3,7/26/2011,Women,1,Bags,4,1,565,59.325,624.325,e-Shop,Las Vegas,Nevada,89107,S,2011,4-1
8006363248,272509,11/27/1977,M,3,7/25/2011,Cameras,9,Electronics,3,3,108,34.02,358.02,e-Shop,Las Vegas,Nevada,89107,S,2011,3-9
95333892025,272666,2/19/1974,F,3,7/25/2011,Audio and video,10,Electronics,3,2,340,71.4,751.4,TeleShop,Las Vegas,Nevada,89107,S,2011,3-10
31885889989,272383,1/8/1977,F,3,7/24/2011,Kids,3,Footwear,2,5,1181,620.025,6525.025,Flagship store,Las Vegas,Nevada,89107,S,2011,2-3
23610793691,274327,2/24/1991,F,3,7/24/2011,Computers,5,Electronics,3,5,858,450.45,4740.45,MBR,Las Vegas,Nevada,89107,S,2011,3-5
95783699091,270397,7/10/1988,F,3,7/24/2011,Computers,5,Electronics,3,2,717,150.57,1584.57,e-Shop,Las Vegas,Nevada,89107,S,2011,3-5
67341276287,273478,10/20/1972,F,3,7/24/2011,Audio and video,10,Electronics,3,5,1256,659.4,6939.4,TeleShop,Las Vegas,Nevada,89107,S,2011,3-10
24634308868,269670,7/1/1978,M,3,7/23/2011,Academic,12,Home and kitchen,6,5,1403,736.575,7751.575,Flagship store,Las Vegas,Nevada,89107,S,2011,6-12
28425412197,272627,4/19/1970,F,3,7/22/2011,DIY,6,Books,5,3,184,57.96,609.96,MBR,Las Vegas,Nevada,89107,S,2011,5-6
4740965680,271617,1/19/1977,M,3,7/21/2011,Computers,5,Electronics,3,2,941,197.61,2079.61,e-Shop,Las Vegas,Nevada,89107,S,2011,3-5
92931842862,270852,4/17/1989,F,3,7/21/2011,Mens,4,Clothing,1,-5,-1110,582.75,-6132.75,MBR,Las Vegas,Nevada,89107,R,2011,1-4
57938443737,271981,10/2/1985,M,3,7/20/2011,Fiction,7,Books,5,5,701,368.025,3873.025,Flagship store,Las Vegas,Nevada,89107,S,2011,5-7
42606496496,271518,9/8/1990,F,3,7/19/2011,Mens,4,Clothing,1,2,738,154.98,1630.98,Flagship store,Las Vegas,Nevada,89107,S,2011,1-4
63237848279,274526,11/11/1985,M,3,7/19/2011,Women,1,Clothing,1,4,307,128.94,1356.94,Flagship store,Las Vegas,Nevada,89107,S,2011,1-1
92931842862,270852,4/17/1989,F,3,7/19/2011,Mens,4,Clothing,1,5,1110,582.75,6132.75,MBR,Las Vegas,Nevada,89107,S,2011,1-4
29140675311,273882,8/29/1986,F,3,7/18/2011,Mens,4,Footwear,2,3,712,224.28,2360.28,MBR,Las Vegas,Nevada,89107,S,2011,2-4
6153908769,269958,4/7/1992,M,3,7/18/2011,Kids,3,Books,5,2,819,171.99,1809.99,MBR,Las Vegas,Nevada,89107,S,2011,5-3
43516256519,269453,2/26/1991,M,3,7/18/2011,Women,1,Bags,4,1,677,71.085,748.085,MBR,Las Vegas,Nevada,89107,S,2011,4-1
93140632189,270641,4/24/1991,M,3,7/18/2011,Mens,4,Electronics,3,3,900,283.5,2983.5,e-Shop,Las Vegas,Nevada,89107,S,2011,3-4
80153982409,272796,2/10/1975,M,3,7/18/2011,Furnishing,2,Home and kitchen,6,2,115,24.15,254.15,e-Shop,Las Vegas,Nevada,89107,S,2011,6-2
17943944078,270396,1/5/1985,M,3,7/17/2011,Academic,12,Books,5,5,897,470.925,4955.925,MBR,Las Vegas,Nevada,89107,S,2011,5-12
29164668273,274350,5/16/1970,F,3,7/16/2011,Audio and video,10,Electronics,3,1,466,48.93,514.93,e-Shop,Las Vegas,Nevada,89107,S,2011,3-10
68487525580,271784,8/22/1971,M,3,7/16/2011,Children,11,Home and kitchen,6,1,259,27.195,286.195,e-Shop,Las Vegas,Nevada,89107,S,2011,6-11
72771575713,271051,2/13/1976,F,3,7/15/2011,Mens,4,Clothing,1,1,1267,133.035,1400.035,e-Shop,Las Vegas,Nevada,89107,S,2011,1-4
14311576876,271427,12/10/1991,F,3,7/14/2011,Kids,3,Footwear,2,1,669,70.245,739.245,e-Shop,Las Vegas,Nevada,89107,S,2011,2-3
57591058747,275054,11/11/1975,M,3,7/14/2011,Children,11,Home and kitchen,6,4,106,44.52,468.52,e-Shop,Las Vegas,Nevada,89107,S,2011,6-11
80442013679,268261,6/5/1975,F,3,7/14/2011,Personal Appliances,8,Electronics,3,2,88,18.48,194.48,TeleShop,Las Vegas,Nevada,89107,S,2011,3-8
64738581924,274210,6/11/1982,M,3,7/14/2011,Women,1,Footwear,2,5,1155,606.375,6381.375,e-Shop,Las Vegas,Nevada,89107,S,2011,2-1
48069924821,269453,2/26/1991,M,3,7/13/2011,Mens,4,Bags,4,2,1100,231,2431,Flagship store,Las Vegas,Nevada,89107,S,2011,4-4
36433916041,273290,3/9/1990,M,3,7/13/2011,Audio and video,10,Books,5,4,156,65.52,689.52,TeleShop,Las Vegas,Nevada,89107,S,2011,5-10
60385916676,272262,9/17/1984,M,3,7/12/2011,Computers,5,Electronics,3,5,521,273.525,2878.525,Flagship store,Las Vegas,Nevada,89107,S,2011,3-5
401206255,268767,7/25/1991,M,3,7/12/2011,Mens,4,Footwear,2,5,182,95.55,1005.55,Flagship store,Las Vegas,Nevada,89107,S,2011,2-4
52722224878,269758,6/24/1979,M,3,7/12/2011,Audio and video,10,Books,5,-2,-882,185.22,-1949.22,MBR,Las Vegas,Nevada,89107,R,2011,5-10
35988080369,270647,3/16/1984,M,3,7/12/2011,Cameras,9,Electronics,3,1,246,25.83,271.83,Flagship store,Las Vegas,Nevada,89107,S,2011,3-9
39962527356,275170,6/20/1980,F,3,7/11/2011,Furnishing,2,Home and kitchen,6,4,512,215.04,2263.04,MBR,Las Vegas,Nevada,89107,S,2011,6-2
3007687199,271116,4/1/1992,M,3,7/11/2011,Children,11,Books,5,-4,-552,231.84,-2439.84,MBR,Las Vegas,Nevada,89107,R,2011,5-11
87378529943,271445,5/7/1971,F,3,7/11/2011,Women,1,Footwear,2,2,845,177.45,1867.45,e-Shop,Las Vegas,Nevada,89107,S,2011,2-1
27277900932,266809,2/26/1980,F,3,7/10/2011,Kids,3,Clothing,1,5,1013,531.825,5596.825,TeleShop,Las Vegas,Nevada,89107,S,2011,1-3
3007687199,271116,4/1/1992,M,3,7/10/2011,Children,11,Books,5,4,552,231.84,2439.84,MBR,Las Vegas,Nevada,89107,S,2011,5-11
46264881044,272546,10/14/1974,F,3,7/10/2011,Mens,4,Electronics,3,3,594,187.11,1969.11,MBR,Las Vegas,Nevada,89107,S,2011,3-4
82978335567,267629,2/12/1986,F,3,7/10/2011,Women,1,Clothing,1,5,948,497.7,5237.7,TeleShop,Las Vegas,Nevada,89107,S,2011,1-1
34737113200,272796,2/10/1975,M,3,7/9/2011,Children,11,Home and kitchen,6,3,993,312.795,3291.795,TeleShop,Las Vegas,Nevada,89107,S,2011,6-11
7585347948,266922,8/21/1982,F,3,7/9/2011,Furnishing,2,Home and kitchen,6,1,1464,153.72,1617.72,e-Shop,Las Vegas,Nevada,89107,S,2011,6-2
56755120433,273016,3/22/1970,M,3,7/9/2011,DIY,6,Books,5,3,1201,378.315,3981.315,Flagship store,Las Vegas,Nevada,89107,S,2011,5-6
97063839362,273644,1/9/1973,F,3,7/9/2011,Audio and video,10,Home and kitchen,6,5,512,268.8,2828.8,TeleShop,Las Vegas,Nevada,89107,S,2011,6-10
52365402695,270758,12/17/1978,M,3,7/8/2011,Academic,12,Books,5,5,79,41.475,436.475,e-Shop,Las Vegas,Nevada,89107,S,2011,5-12
8786550801,270661,5/7/1990,F,3,7/8/2011,Personal Appliances,8,Electronics,3,5,1325,695.625,7320.625,Flagship store,Las Vegas,Nevada,89107,S,2011,3-8
86838252620,267656,7/15/1991,M,3,7/8/2011,Children,11,Home and kitchen,6,1,348,36.54,384.54,e-Shop,Las Vegas,Nevada,89107,S,2011,6-11
64516958314,275030,8/10/1976,M,3,7/8/2011,DIY,6,Books,5,2,1229,258.09,2716.09,Flagship store,Las Vegas,Nevada,89107,S,2011,5-6
17564185522,267327,6/22/1973,F,3,7/7/2011,Computers,5,Electronics,3,1,530,55.65,585.65,e-Shop,Las Vegas,Nevada,89107,S,2011,3-5
73321300480,273562,2/25/1991,M,3,7/7/2011,Fiction,7,Books,5,-2,-136,28.56,-300.56,TeleShop,Las Vegas,Nevada,89107,R,2011,5-7
57925843329,274114,5/12/1986,F,3,7/6/2011,Kids,3,Clothing,1,5,574,301.35,3171.35,TeleShop,Las Vegas,Nevada,89107,S,2011,1-3
52722224878,269758,6/24/1979,M,3,7/6/2011,Audio and video,10,Books,5,2,882,185.22,1949.22,MBR,Las Vegas,Nevada,89107,S,2011,5-10
52524248747,273504,6/20/1979,F,3,7/6/2011,Kids,3,Books,5,5,881,462.525,4867.525,MBR,Las Vegas,Nevada,89107,S,2011,5-3
11505230183,269124,2/28/1972,M,3,7/6/2011,Personal Appliances,8,Electronics,3,5,1067,560.175,5895.175,MBR,Las Vegas,Nevada,89107,S,2011,3-8
98527253572,272921,9/25/1980,M,3,7/6/2011,Mens,4,Footwear,2,5,1243,652.575,6867.575,Flagship store,Las Vegas,Nevada,89107,S,2011,2-4
38035050023,272639,10/20/1976,F,3,7/5/2011,Women,1,Clothing,1,4,1195,501.9,5281.9,Flagship store,Las Vegas,Nevada,89107,S,2011,1-1
44079160172,274842,10/28/1985,F,3,7/5/2011,Mens,4,Electronics,3,1,909,95.445,1004.445,MBR,Las Vegas,Nevada,89107,S,2011,3-4
51767798119,274129,10/23/1973,F,3,7/5/2011,Women,1,Footwear,2,4,374,157.08,1653.08,e-Shop,Las Vegas,Nevada,89107,S,2011,2-1
73321300480,273562,2/25/1991,M,3,7/5/2011,Fiction,7,Books,5,2,136,28.56,300.56,TeleShop,Las Vegas,Nevada,89107,S,2011,5-7
62239147922,272627,4/19/1970,F,3,7/4/2011,Kids,3,Clothing,1,-4,-613,257.46,-2709.46,TeleShop,Las Vegas,Nevada,89107,R,2011,1-3
55461577737,273763,7/26/1990,F,3,7/4/2011,Children,11,Home and kitchen,6,4,279,117.18,1233.18,TeleShop,Las Vegas,Nevada,89107,S,2011,6-11
60096373563,271279,8/24/1973,M,3,7/2/2011,Mens,4,Footwear,2,2,818,171.78,1807.78,e-Shop,Las Vegas,Nevada,89107,S,2011,2-4
21620598613,272271,1/16/1990,M,3,7/2/2011,Audio and video,10,Home and kitchen,6,2,312,65.52,689.52,MBR,Las Vegas,Nevada,89107,S,2011,6-10
54556343214,274747,6/16/1976,F,3,7/2/2011,Women,1,Footwear,2,1,409,42.945,451.945,Flagship store,Las Vegas,Nevada,89107,S,2011,2-1
31907049150,267805,9/25/1991,M,3,7/2/2011,Audio and video,10,Home and kitchen,6,3,1420,447.3,4707.3,TeleShop,Las Vegas,Nevada,89107,S,2011,6-10
8319557357,269402,12/1/1982,M,3,7/1/2011,Children,11,Home and kitchen,6,2,390,81.9,861.9,MBR,Las Vegas,Nevada,89107,S,2011,6-11
20032892790,269669,11/26/1987,F,3,7/1/2011,DIY,6,Books,5,2,992,208.32,2192.32,TeleShop,Las Vegas,Nevada,89107,S,2011,5-6
44591792394,274350,5/16/1970,F,3,6/30/2011,DIY,6,Books,5,2,1203,252.63,2658.63,MBR,Las Vegas,Nevada,89107,S,2011,5-6
81709830836,267768,12/20/1981,M,3,6/30/2011,Mens,4,Electronics,3,5,409,214.725,2259.725,e-Shop,Las Vegas,Nevada,89107,S,2011,3-4
13493636562,275048,6/6/1987,M,3,6/29/2011,Audio and video,10,Books,5,2,138,28.98,304.98,e-Shop,Las Vegas,Nevada,89107,S,2011,5-10
2260001782,268419,12/23/1972,F,3,6/29/2011,Women,1,Bags,4,5,1283,673.575,7088.575,Flagship store,Las Vegas,Nevada,89107,S,2011,4-1
70924685784,273237,8/26/1972,M,3,6/29/2011,DIY,6,Books,5,1,872,91.56,963.56,e-Shop,Las Vegas,Nevada,89107,S,2011,5-6
62239147922,272627,4/19/1970,F,3,6/28/2011,Kids,3,Clothing,1,4,613,257.46,2709.46,TeleShop,Las Vegas,Nevada,89107,S,2011,1-3
32318593608,273034,8/14/1979,M,3,6/28/2011,Academic,12,Home and kitchen,6,4,1036,435.12,4579.12,Flagship store,Las Vegas,Nevada,89107,S,2011,6-12
73101752239,269087,6/11/1976,M,3,6/28/2011,Mens,4,Footwear,2,1,124,13.02,137.02,Flagship store,Las Vegas,Nevada,89107,S,2011,2-4
