transaction_id,cust_id,tran_date,prod_subcat_code,prod_cat_code,Qty,Rate,Tax,total_amt,Store_type,item,type
80421157468,271808,2013-04-06,04,02,1,214,22.47,236.47,TeleShop,02-04,S
92908164962,267517,2013-04-06,02,06,-5,-849,445.725,-4690.725,TeleShop,06-02,R
52435905629,271559,2013-04-05,04,01,4,1414,593.88,6249.88,e-Shop,01-04,S
18997866138,272561,2013-04-05,04,03,1,591,62.055,653.055,e-Shop,03-04,S
22051125105,270561,2013-04-05,04,04,4,1308,549.36,5781.36,e-Shop,04-04,S
23702799880,270303,2013-04-05,11,05,2,986,207.06,2179.06,TeleShop,05-11,S
47683781853,274153,2013-04-05,04,03,5,652,342.3,3602.3,Flagship store,03-04,S
18164904382,269254,2013-04-05,02,06,2,1143,240.03,2526.03,e-Shop,06-02,S
45692295367,271145,2013-04-05,03,01,5,922,484.05,5094.05,Flagship store,01-03,S
39468082029,272252,2013-04-05,06,05,-3,-395,124.425,-1309.425,e-Shop,05-06,R
63133897222,268582,2013-04-05,10,06,2,510,107.1,1127.1,e-Shop,06-10,S
8980927141,267801,2013-04-05,10,03,4,545,228.9,2408.9,Flagship store,03-10,S
18343484813,268715,2013-04-05,11,06,4,1269,532.98,5608.98,e-Shop,06-11,S
70164739377,271620,2013-04-05,02,06,3,982,309.33,3255.33,e-Shop,06-02,S
73822234340,269104,2013-04-05,04,02,-4,-1146,481.32,-5065.32,Flagship store,02-04,R
68224344618,268548,2013-04-05,10,05,2,515,108.15,1138.15,Flagship store,05-10,S
98673611496,274743,2013-04-05,10,03,4,770,323.4,3403.4,TeleShop,03-10,S
97538989899,269279,2013-04-05,11,05,5,674,353.85,3723.85,MBR,05-11,S
96667793628,273543,2013-04-05,01,01,3,1355,426.825,4491.825,e-Shop,01-01,S
98096058779,271243,2013-04-05,10,03,5,817,428.925,4513.925,e-Shop,03-10,S
77097836360,270131,2013-04-05,08,03,3,1412,444.78,4680.78,e-Shop,03-08,S
90267692559,274090,2013-04-05,04,04,3,598,188.37,1982.37,TeleShop,04-04,S
68429183600,270466,2013-04-05,06,05,-3,-1145,360.675,-3795.675,e-Shop,05-06,R
69011979220,267690,2013-04-05,03,01,5,343,180.075,1895.075,e-Shop,01-03,S
73099061982,272842,2013-04-05,06,05,5,600,315.0,3315.0,MBR,05-06,S
39468082029,272252,2013-04-04,06,05,3,395,124.425,1309.425,e-Shop,05-06,S
17999191097,269471,2013-04-04,01,04,-4,-360,151.2,-1591.2,TeleShop,04-01,R
18666557088,269010,2013-04-04,04,02,5,1477,775.425,8160.425,e-Shop,02-04,S
43072887003,275154,2013-04-04,01,02,3,461,145.215,1528.215,e-Shop,02-01,S
10578413643,269142,2013-04-04,10,06,3,508,160.02,1684.02,e-Shop,06-10,S
18511265351,274153,2013-04-04,11,06,1,281,29.505,310.505,MBR,06-11,S
22835960540,272341,2013-04-04,08,03,4,1120,470.4,4950.4,e-Shop,03-08,S
23975407593,270203,2013-04-04,01,01,3,377,118.755,1249.755,e-Shop,01-01,S
2870562674,271862,2013-04-04,05,03,5,1042,547.05,5757.05,TeleShop,03-05,S
23241662042,269417,2013-04-04,05,03,1,366,38.43,404.43,TeleShop,03-05,S
27917897660,273708,2013-04-04,04,03,1,843,88.515,931.515,Flagship store,03-04,S
52910303771,273478,2013-04-04,08,03,4,803,337.26,3549.26,e-Shop,03-08,S
36394806852,273719,2013-04-04,10,03,3,863,271.845,2860.845,Flagship store,03-10,S
51318985914,274568,2013-04-04,12,05,3,641,201.915,2124.915,MBR,05-12,S
50169250414,271699,2013-04-04,10,03,1,250,26.25,276.25,e-Shop,03-10,S
24936674781,274594,2013-04-04,01,02,5,93,48.825,513.825,MBR,02-01,S
51483801540,268069,2013-04-04,06,05,2,182,38.22,402.22,Flagship store,05-06,S
14854013171,272919,2013-04-04,01,02,2,1102,231.42,2435.42,Flagship store,02-01,S
97003821576,267475,2013-04-04,06,05,3,1356,427.14,4495.14,e-Shop,05-06,S
99143926544,267661,2013-04-04,10,03,1,349,36.645,385.645,Flagship store,03-10,S
72548019897,274548,2013-04-04,01,04,3,1173,369.495,3888.495,Flagship store,04-01,S
71857372279,275016,2013-04-04,06,05,5,1017,533.925,5618.925,MBR,05-06,S
68429183600,270466,2013-04-04,06,05,3,1145,360.675,3795.675,e-Shop,05-06,S
81269741914,267907,2013-04-04,11,05,-5,-1373,720.825,-7585.825,e-Shop,05-11,R
63743964508,269375,2013-04-04,04,04,5,194,101.85,1071.85,Flagship store,04-04,S
87018256493,274809,2013-04-04,10,03,5,1393,731.325,7696.325,e-Shop,03-10,S
88680323364,268011,2013-04-04,10,03,5,1054,553.35,5823.35,Flagship store,03-10,S
79379877406,267356,2013-04-04,04,04,4,425,178.5,1878.5,Flagship store,04-04,S
51163937553,271488,2013-04-03,07,05,3,314,98.91,1040.91,e-Shop,05-07,S
22295890061,267667,2013-04-03,12,06,1,677,71.085,748.085,e-Shop,06-12,S
12473155192,271719,2013-04-03,10,06,-1,-780,81.9,-861.9,e-Shop,06-10,R
48746732515,269119,2013-04-03,03,01,2,1261,264.81,2786.81,Flagship store,01-03,S
58097159424,272359,2013-04-03,10,06,2,913,191.73,2017.73,TeleShop,06-10,S
44130941368,271221,2013-04-03,05,03,3,1413,445.095,4684.095,Flagship store,03-05,S
24113900219,275265,2013-04-03,02,06,3,719,226.485,2383.485,Flagship store,06-02,S
52354385078,274476,2013-04-03,11,05,1,151,15.855,166.855,e-Shop,05-11,S
10719809516,270172,2013-04-03,01,04,2,651,136.71,1438.71,e-Shop,04-01,S
2808387161,271150,2013-04-03,12,06,1,945,99.225,1044.225,MBR,06-12,S
47916247207,274837,2013-04-03,10,05,-1,-246,25.83,-271.83,e-Shop,05-10,R
83404005763,272038,2013-04-03,09,03,4,494,207.48,2183.48,TeleShop,03-09,S
82923773065,268521,2013-04-03,10,06,1,669,70.245,739.245,Flagship store,06-10,S
65968789259,271832,2013-04-03,08,03,4,1020,428.4,4508.4,e-Shop,03-08,S
64374072668,274073,2013-04-03,04,03,1,1114,116.97,1230.97,e-Shop,03-04,S
98611003566,271395,2013-04-03,11,06,3,947,298.305,3139.305,Flagship store,06-11,S
66282915853,269861,2013-04-03,10,03,3,1414,445.41,4687.41,MBR,03-10,S
96636217169,272982,2013-04-03,04,04,2,209,43.89,461.89,TeleShop,04-04,S
50814709877,268860,2013-04-02,02,06,-4,-145,60.9,-640.9,e-Shop,06-02,R
15352984917,269884,2013-04-02,08,03,-1,-783,82.215,-865.215,Flagship store,03-08,R
61500454635,268672,2013-04-02,04,02,-3,-660,207.9,-2187.9,TeleShop,02-04,R
55709187704,268387,2013-04-02,12,05,3,351,110.565,1163.565,e-Shop,05-12,S
18248249548,272618,2013-04-02,03,02,1,114,11.97,125.97,TeleShop,02-03,S
15383591328,275141,2013-04-02,09,03,1,1097,115.185,1212.185,TeleShop,03-09,S
12473155192,271719,2013-04-02,10,06,1,780,81.9,861.9,e-Shop,06-10,S
43990550500,270374,2013-04-02,05,03,5,148,77.7,817.7,e-Shop,03-05,S
12425822794,274854,2013-04-02,08,03,3,900,283.5,2983.5,Flagship store,03-08,S
13752283163,271153,2013-04-02,10,05,1,1400,147.0,1547.0,e-Shop,05-10,S
4298523797,270754,2013-04-02,08,03,3,1162,366.03,3852.03,TeleShop,03-08,S
37223435003,270453,2013-04-02,01,04,3,652,205.38,2161.38,MBR,04-01,S
36083030692,270565,2013-04-02,07,05,5,142,74.55,784.55,Flagship store,05-07,S
24904155825,267805,2013-04-02,01,04,5,686,360.15,3790.15,Flagship store,04-01,S
42962938899,268593,2013-04-02,12,06,3,263,82.845,871.845,MBR,06-12,S
93595198400,273760,2013-04-02,11,06,3,167,52.605,553.605,e-Shop,06-11,S
91234807101,266858,2013-04-02,10,06,5,1042,547.05,5757.05,e-Shop,06-10,S
72627117427,272094,2013-04-02,10,06,4,685,287.7,3027.7,Flagship store,06-10,S
72571970518,273218,2013-04-02,01,02,5,194,101.85,1071.85,e-Shop,02-01,S
73822234340,269104,2013-04-02,04,02,4,1146,481.32,5065.32,Flagship store,02-04,S
74944544955,269403,2013-04-02,03,01,1,826,86.73,912.73,e-Shop,01-03,S
94404594420,269002,2013-04-02,05,03,1,350,36.75,386.75,MBR,03-05,S
30636748075,268538,2013-04-01,04,02,1,595,62.475,657.475,MBR,02-04,S
22674579021,273915,2013-04-01,07,05,-2,-637,133.77,-1407.77,TeleShop,05-07,R
37202415515,268131,2013-04-01,01,01,1,856,89.88,945.88,MBR,01-01,S
384322819,271568,2013-04-01,11,05,4,1046,439.32,4623.32,TeleShop,05-11,S
37500259394,267734,2013-04-01,05,03,2,1019,213.99,2251.99,Flagship store,03-05,S
6690078492,268292,2013-04-01,01,02,-2,-187,39.27,-413.27,Flagship store,02-01,R
61635650451,275246,2013-04-01,03,05,1,1289,135.345,1424.345,Flagship store,05-03,S
12438739010,267447,2013-04-01,02,06,5,873,458.325,4823.325,e-Shop,06-02,S
5372344694,269691,2013-04-01,01,04,3,804,253.26,2665.26,e-Shop,04-01,S
61935742529,269646,2013-04-01,08,03,1,1221,128.205,1349.205,Flagship store,03-08,S
60685487305,274589,2013-04-01,11,06,2,464,97.44,1025.44,Flagship store,06-11,S
9299564251,269636,2013-04-01,07,05,5,613,321.825,3386.825,MBR,05-07,S
15352984917,269884,2013-04-01,08,03,1,783,82.215,865.215,Flagship store,03-08,S
51789324318,273686,2013-04-01,12,06,5,114,59.85,629.85,e-Shop,06-12,S
47348310313,272386,2013-04-01,10,03,4,1051,441.42,4645.42,e-Shop,03-10,S
3812315425,270718,2013-04-01,07,05,1,997,104.685,1101.685,e-Shop,05-07,S
35786439169,272648,2013-04-01,12,06,5,849,445.725,4690.725,MBR,06-12,S
74271339842,274881,2013-04-01,12,05,1,745,78.225,823.225,e-Shop,05-12,S
99808537782,273659,2013-04-01,02,06,5,856,449.4,4729.4,TeleShop,06-02,S
74962833376,268640,2013-04-01,08,03,2,1445,303.45,3193.45,Flagship store,03-08,S
65383153391,268399,2013-04-01,04,02,4,1318,553.56,5825.56,e-Shop,02-04,S
88010808173,274420,2013-04-01,03,01,2,951,199.71,2101.71,e-Shop,01-03,S
90151988764,274484,2013-04-01,11,06,1,195,20.475,215.475,MBR,06-11,S
75711964115,270581,2013-04-01,10,06,4,1427,599.34,6307.34,e-Shop,06-10,S
70204799428,272766,2013-04-01,11,05,3,423,133.245,1402.245,TeleShop,05-11,S
64682279772,270809,2013-04-01,10,03,4,1053,442.26,4654.26,e-Shop,03-10,S
86763471277,268274,2013-04-01,11,06,5,72,37.8,397.8,Flagship store,06-11,S
92908164962,267517,2013-04-01,02,06,5,849,445.725,4690.725,TeleShop,06-02,S
85006451537,270053,2013-04-01,12,06,1,617,64.785,681.785,TeleShop,06-12,S
28463518871,269559,2013-03-31,10,03,3,446,140.49,1478.49,MBR,03-10,S
57159189042,267143,2013-03-31,10,06,5,1219,639.975,6734.975,Flagship store,06-10,S
10812502867,273151,2013-03-31,04,04,5,581,305.025,3210.025,TeleShop,04-04,S
443968265,271777,2013-03-31,05,03,3,1283,404.145,4253.145,Flagship store,03-05,S
38001975106,274638,2013-03-31,04,01,5,1000,525.0,5525.0,TeleShop,01-04,S
17867476335,267173,2013-03-31,03,05,5,272,142.8,1502.8,Flagship store,05-03,S
20516722773,270889,2013-03-31,04,01,1,1161,121.905,1282.905,TeleShop,01-04,S
21336313261,271512,2013-03-31,04,04,5,1183,621.075,6536.075,e-Shop,04-04,S
44089461405,273264,2013-03-31,01,01,5,1029,540.225,5685.225,e-Shop,01-01,S
47916247207,274837,2013-03-31,10,05,1,246,25.83,271.83,e-Shop,05-10,S
35762064564,270573,2013-03-31,02,06,1,1392,146.16,1538.16,e-Shop,06-02,S
73964576476,269883,2013-03-31,06,05,3,280,88.2,928.2,e-Shop,05-06,S
94551174560,267504,2013-03-31,01,04,4,914,383.88,4039.88,TeleShop,04-01,S
82703220030,273900,2013-03-31,12,06,5,231,121.275,1276.275,e-Shop,06-12,S
73169005331,274432,2013-03-31,09,03,4,1025,430.5,4530.5,MBR,03-09,S
84985930549,271814,2013-03-31,01,01,4,885,371.7,3911.7,e-Shop,01-01,S
67858620539,269184,2013-03-31,06,05,3,165,51.975,546.975,Flagship store,05-06,S
65867401816,268159,2013-03-31,11,05,5,214,112.35,1182.35,MBR,05-11,S
33553588802,271323,2013-03-30,01,02,5,506,265.65,2795.65,Flagship store,02-01,S
30954923904,267637,2013-03-30,09,03,5,282,148.05,1558.05,Flagship store,03-09,S
28636004600,267406,2013-03-30,01,01,5,243,127.575,1342.575,MBR,01-01,S
19693241186,270692,2013-03-30,04,03,4,749,314.58,3310.58,e-Shop,03-04,S
28909956918,268991,2013-03-30,11,06,3,169,53.235,560.235,e-Shop,06-11,S
22603337745,272242,2013-03-30,01,01,3,1043,328.545,3457.545,e-Shop,01-01,S
31481762193,268411,2013-03-30,01,02,2,201,42.21,444.21,TeleShop,02-01,S
97346624456,275081,2013-03-30,10,05,3,817,257.355,2708.355,MBR,05-10,S
98456505332,271514,2013-03-30,12,05,-1,-335,35.175,-370.175,e-Shop,05-12,R
83576777405,269511,2013-03-30,11,05,5,370,194.25,2044.25,MBR,05-11,S
68600785847,268997,2013-03-30,04,01,4,1336,561.12,5905.12,e-Shop,01-04,S
87754053788,271834,2013-03-30,01,01,4,741,311.22,3275.22,TeleShop,01-01,S
95463302804,273695,2013-03-30,08,03,3,893,281.295,2960.295,e-Shop,03-08,S
99278726236,275206,2013-03-30,04,04,2,795,166.95,1756.95,Flagship store,04-04,S
73586284020,268942,2013-03-30,05,03,5,950,498.75,5248.75,e-Shop,03-05,S
63962850825,274224,2013-03-30,02,06,4,1432,601.44,6329.44,MBR,06-02,S
69979167432,269913,2013-03-30,04,01,1,369,38.745,407.745,e-Shop,01-04,S
99676640618,274221,2013-03-30,03,01,2,496,104.16,1096.16,TeleShop,01-03,S
94086690903,271465,2013-03-30,03,05,4,212,89.04,937.04,MBR,05-03,S
11770647035,273255,2013-03-29,08,03,5,240,126.0,1326.0,e-Shop,03-08,S
43172643386,271836,2013-03-29,12,05,2,866,181.86,1913.86,TeleShop,05-12,S
50814709877,268860,2013-03-29,02,06,4,145,60.9,640.9,e-Shop,06-02,S
50016325512,273038,2013-03-29,10,06,4,1467,616.14,6484.14,Flagship store,06-10,S
51891302839,267452,2013-03-29,12,05,3,842,265.23,2791.23,MBR,05-12,S
12641704977,269529,2013-03-29,01,02,5,907,476.175,5011.175,e-Shop,02-01,S
30318766470,268694,2013-03-29,08,03,3,1312,413.28,4349.28,MBR,03-08,S
97006588108,272341,2013-03-29,04,04,3,197,62.055,653.055,Flagship store,04-04,S
81269741914,267907,2013-03-29,11,05,5,1373,720.825,7585.825,e-Shop,05-11,S
70604580354,268510,2013-03-29,03,01,1,272,28.56,300.56,TeleShop,01-03,S
88119971455,272738,2013-03-29,01,01,-4,-1226,514.92,-5418.92,TeleShop,01-01,R
90018705579,271144,2013-03-29,11,05,4,948,398.16,4190.16,e-Shop,05-11,S
67944016762,266816,2013-03-29,08,03,1,1377,144.585,1521.585,TeleShop,03-08,S
41197703710,268202,2013-03-28,10,03,1,551,57.855,608.855,MBR,03-10,S
36819865771,273775,2013-03-28,11,06,3,318,100.17,1054.17,e-Shop,06-11,S
3855029167,274616,2013-03-28,03,01,1,1090,114.45,1204.45,e-Shop,01-03,S
12845131567,271975,2013-03-28,02,06,4,1383,580.86,6112.86,Flagship store,06-02,S
31342373483,268360,2013-03-28,08,03,4,208,87.36,919.36,MBR,03-08,S
34008363909,268169,2013-03-28,05,03,1,513,53.865,566.865,MBR,03-05,S
43549085521,266822,2013-03-28,12,05,-4,-615,258.3,-2718.3,e-Shop,05-12,R
21689126708,272431,2013-03-28,12,06,1,140,14.7,154.7,e-Shop,06-12,S
17999191097,269471,2013-03-28,01,04,4,360,151.2,1591.2,TeleShop,04-01,S
730161507,272080,2013-03-28,12,05,3,243,76.545,805.545,MBR,05-12,S
2786700220,272803,2013-03-28,04,01,3,494,155.61,1637.61,e-Shop,01-04,S
36101190286,269134,2013-03-28,04,01,3,640,201.6,2121.6,TeleShop,01-04,S
2496521643,268364,2013-03-28,05,03,5,967,507.675,5342.675,TeleShop,03-05,S
20369518209,273791,2013-03-28,03,02,3,402,126.63,1332.63,e-Shop,02-03,S
4966591856,273492,2013-03-28,04,02,4,1369,574.98,6050.98,MBR,02-04,S
6890013998,275233,2013-03-28,12,06,4,241,101.22,1065.22,e-Shop,06-12,S
87154899485,271304,2013-03-28,04,02,4,1401,588.42,6192.42,TeleShop,02-04,S
69702986795,271283,2013-03-28,04,04,3,1379,434.385,4571.385,TeleShop,04-04,S
73610779019,269145,2013-03-28,10,03,3,1430,450.45,4740.45,Flagship store,03-10,S
88119971455,272738,2013-03-28,01,01,4,1226,514.92,5418.92,TeleShop,01-01,S
70702987118,269539,2013-03-28,07,05,-5,-1327,696.675,-7331.675,MBR,05-07,R
736344248,268706,2013-03-27,04,01,4,1317,553.14,5821.14,Flagship store,01-04,S
26264839788,268624,2013-03-27,01,01,2,710,149.1,1569.1,e-Shop,01-01,S
38234512428,270539,2013-03-27,03,01,1,1001,105.105,1106.105,e-Shop,01-03,S
29338317948,273053,2013-03-27,08,03,3,460,144.9,1524.9,MBR,03-08,S
42848688361,271577,2013-03-27,12,06,1,324,34.02,358.02,e-Shop,06-12,S
3842539747,274459,2013-03-27,06,05,5,1234,647.85,6817.85,MBR,05-06,S
14798067166,273014,2013-03-27,02,06,-3,-905,285.075,-3000.075,e-Shop,06-02,R
30446639935,270384,2013-03-27,11,05,1,151,15.855,166.855,TeleShop,05-11,S
7949936979,273882,2013-03-27,12,05,1,612,64.26,676.26,MBR,05-12,S
51872275596,269574,2013-03-27,03,01,1,357,37.485,394.485,Flagship store,01-03,S
39483608825,274770,2013-03-27,10,06,5,512,268.8,2828.8,TeleShop,06-10,S
54788352859,274875,2013-03-27,12,06,5,1308,686.7,7226.7,e-Shop,06-12,S
36991178172,270240,2013-03-27,01,01,3,1349,424.935,4471.935,Flagship store,01-01,S
68111583145,269982,2013-03-27,10,05,4,920,386.4,4066.4,TeleShop,05-10,S
76092584867,267604,2013-03-27,01,02,5,149,78.225,823.225,Flagship store,02-01,S
97716256434,271760,2013-03-27,10,06,4,885,371.7,3911.7,MBR,06-10,S
89984236397,269054,2013-03-27,12,05,3,857,269.955,2840.955,Flagship store,05-12,S
75057290076,268461,2013-03-27,07,05,4,1007,422.94,4450.94,Flagship store,05-07,S
64094239825,269195,2013-03-27,03,01,5,967,507.675,5342.675,TeleShop,01-03,S
77360393504,271916,2013-03-27,08,03,4,129,54.18,570.18,e-Shop,03-08,S
92628444622,274471,2013-03-27,10,03,3,1460,459.9,4839.9,MBR,03-10,S
20109405877,269991,2013-03-26,04,02,2,1354,284.34,2992.34,e-Shop,02-04,S
17071454870,267411,2013-03-26,08,03,3,542,170.73,1796.73,TeleShop,03-08,S
7867717950,274535,2013-03-26,10,06,2,603,126.63,1332.63,e-Shop,06-10,S
22183404157,269241,2013-03-26,09,03,1,1425,149.625,1574.625,Flagship store,03-09,S
53302685377,275123,2013-03-26,03,05,3,896,282.24,2970.24,e-Shop,05-03,S
1531538858,273051,2013-03-26,08,03,-4,-1052,441.84,-4649.84,Flagship store,03-08,R
38057493140,273927,2013-03-26,10,05,1,1399,146.895,1545.895,MBR,05-10,S
48814760148,268077,2013-03-26,03,01,2,527,110.67,1164.67,e-Shop,01-03,S
18647938468,268481,2013-03-26,10,03,3,899,283.185,2980.185,e-Shop,03-10,S
61500454635,268672,2013-03-26,04,02,3,660,207.9,2187.9,TeleShop,02-04,S
17524250201,275089,2013-03-26,07,05,3,927,292.005,3073.005,MBR,05-07,S
20117097658,270039,2013-03-26,01,04,2,1486,312.06,3284.06,e-Shop,04-01,S
82983624237,275002,2013-03-26,11,06,4,558,234.36,2466.36,Flagship store,06-11,S
93873054470,271580,2013-03-26,01,01,4,932,391.44,4119.44,e-Shop,01-01,S
99834796531,273823,2013-03-26,11,05,5,940,493.5,5193.5,MBR,05-11,S
71186342019,267768,2013-03-26,03,05,3,123,38.745,407.745,e-Shop,05-03,S
77779848289,267147,2013-03-26,04,01,3,100,31.5,331.5,e-Shop,01-04,S
72650164465,272639,2013-03-26,04,01,1,1170,122.85,1292.85,e-Shop,01-04,S
37810763119,268260,2013-03-25,06,05,1,343,36.015,379.015,MBR,05-06,S
22675443015,269988,2013-03-25,09,03,3,902,284.13,2990.13,e-Shop,03-09,S
49340676298,266867,2013-03-25,07,05,4,1356,569.52,5993.52,Flagship store,05-07,S
40602355617,271139,2013-03-25,08,03,3,894,281.61,2963.61,TeleShop,03-08,S
33384276073,272328,2013-03-25,11,05,4,598,251.16,2643.16,e-Shop,05-11,S
62538503319,269844,2013-03-25,01,01,1,1192,125.16,1317.16,e-Shop,01-01,S
59228215621,269365,2013-03-25,12,06,1,606,63.63,669.63,e-Shop,06-12,S
6690078492,268292,2013-03-25,01,02,2,187,39.27,413.27,Flagship store,02-01,S
59912163501,273030,2013-03-25,12,06,4,948,398.16,4190.16,e-Shop,06-12,S
51336149029,269673,2013-03-25,10,06,1,318,33.39,351.39,Flagship store,06-10,S
23962966162,269018,2013-03-25,07,05,4,1407,590.94,6218.94,Flagship store,05-07,S
57392120434,273515,2013-03-25,04,02,5,643,337.575,3552.575,e-Shop,02-04,S
59639840127,269551,2013-03-25,01,01,3,1104,347.76,3659.76,MBR,01-01,S
80630296515,275222,2013-03-25,01,04,5,470,246.75,2596.75,e-Shop,04-01,S
66041858627,273543,2013-03-25,07,05,-5,-131,68.775,-723.775,e-Shop,05-07,R
86474806534,271735,2013-03-25,09,03,1,1299,136.395,1435.395,MBR,03-09,S
11509159809,271210,2013-03-24,10,03,3,422,132.93,1398.93,Flagship store,03-10,S
36430155975,268024,2013-03-24,09,03,5,1395,732.375,7707.375,TeleShop,03-09,S
52285243016,275040,2013-03-24,08,03,5,872,457.8,4817.8,e-Shop,03-08,S
15435341860,267995,2013-03-24,12,05,-5,-1423,747.075,-7862.075,TeleShop,05-12,R
13676535747,272005,2013-03-24,12,06,-5,-738,387.45,-4077.45,e-Shop,06-12,R
43549085521,266822,2013-03-24,12,05,4,615,258.3,2718.3,e-Shop,05-12,S
27212561824,272790,2013-03-24,12,06,-4,-327,137.34,-1445.34,e-Shop,06-12,R
37847951192,270374,2013-03-24,06,05,5,811,425.775,4480.775,MBR,05-06,S
20886469985,270578,2013-03-24,05,03,2,203,42.63,448.63,Flagship store,03-05,S
38410403443,272192,2013-03-24,01,02,4,621,260.82,2744.82,e-Shop,02-01,S
9572645571,272168,2013-03-24,08,03,5,588,308.7,3248.7,Flagship store,03-08,S
1554217041,273503,2013-03-24,03,01,1,1402,147.21,1549.21,e-Shop,01-03,S
91685718173,270963,2013-03-24,09,03,1,120,12.6,132.6,e-Shop,03-09,S
88103826123,268490,2013-03-24,03,01,-5,-804,422.1,-4442.1,TeleShop,01-03,R
76425614087,270164,2013-03-24,10,03,2,755,158.55,1668.55,e-Shop,03-10,S
80736937792,267499,2013-03-24,04,02,1,1242,130.41,1372.41,e-Shop,02-04,S
83455740023,273081,2013-03-24,09,03,1,1072,112.56,1184.56,TeleShop,03-09,S
36308184837,267328,2013-03-23,03,01,3,128,40.32,424.32,e-Shop,01-03,S
27764918371,269043,2013-03-23,03,05,2,177,37.17,391.17,MBR,05-03,S
61396537613,272996,2013-03-23,03,02,1,800,84.0,884.0,TeleShop,02-03,S
32349936281,274211,2013-03-23,11,06,4,1421,596.82,6280.82,e-Shop,06-11,S
55207960871,267801,2013-03-23,04,01,4,131,55.02,579.02,e-Shop,01-04,S
31460456957,274395,2013-03-23,10,03,4,660,277.2,2917.2,TeleShop,03-10,S
19594252078,269645,2013-03-23,10,05,-3,-1344,423.36,-4455.36,MBR,05-10,R
19695653288,272242,2013-03-23,02,06,5,1446,759.15,7989.15,TeleShop,06-02,S
13140723817,269864,2013-03-23,01,01,1,786,82.53,868.53,e-Shop,01-01,S
13763594442,273705,2013-03-23,03,01,5,1375,721.875,7596.875,e-Shop,01-03,S
54100679171,274366,2013-03-23,01,02,2,1166,244.86,2576.86,Flagship store,02-01,S
44908882609,271988,2013-03-23,08,03,2,1071,224.91,2366.91,e-Shop,03-08,S
23709469442,273714,2013-03-23,05,03,1,953,100.065,1053.065,MBR,03-05,S
7086023213,271348,2013-03-23,03,01,2,341,71.61,753.61,e-Shop,01-03,S
10076543719,266919,2013-03-23,11,06,5,593,311.325,3276.325,TeleShop,06-11,S
42196790813,273363,2013-03-23,01,02,3,809,254.835,2681.835,TeleShop,02-01,S
22041430618,275149,2013-03-23,06,05,3,869,273.735,2880.735,e-Shop,05-06,S
36058220341,268617,2013-03-23,03,01,1,1239,130.095,1369.095,e-Shop,01-03,S
18266763140,273760,2013-03-23,11,05,4,1381,580.02,6104.02,e-Shop,05-11,S
33599020884,274649,2013-03-23,04,04,-1,-1306,137.13,-1443.13,Flagship store,04-04,R
66396298593,272638,2013-03-23,05,03,3,938,295.47,3109.47,Flagship store,03-05,S
94307540847,267938,2013-03-23,03,05,-4,-909,381.78,-4017.78,TeleShop,05-03,R
66866241351,272879,2013-03-23,11,05,2,820,172.2,1812.2,e-Shop,05-11,S
94956713072,271944,2013-03-23,04,02,5,1500,787.5,8287.5,e-Shop,02-04,S
93284096358,271657,2013-03-23,09,03,3,1105,348.075,3663.075,Flagship store,03-09,S
73074977482,271567,2013-03-23,09,03,5,1127,591.675,6226.675,e-Shop,03-09,S
98456505332,271514,2013-03-23,12,05,1,335,35.175,370.175,e-Shop,05-12,S
68136709034,275088,2013-03-23,04,02,3,1442,454.23,4780.23,MBR,02-04,S
22674579021,273915,2013-03-22,07,05,2,637,133.77,1407.77,TeleShop,05-07,S
3342781888,273395,2013-03-22,03,01,3,278,87.57,921.57,Flagship store,01-03,S
30080828406,270148,2013-03-22,03,05,2,164,34.44,362.44,TeleShop,05-03,S
899950155,271078,2013-03-22,09,03,5,1147,602.175,6337.175,Flagship store,03-09,S
13511219572,269101,2013-03-22,10,05,5,1498,786.45,8276.45,MBR,05-10,S
6008704445,271363,2013-03-22,04,02,2,618,129.78,1365.78,Flagship store,02-04,S
18489183515,269245,2013-03-22,07,05,3,308,97.02,1021.02,e-Shop,05-07,S
5460055053,271749,2013-03-22,11,06,-4,-748,314.16,-3306.16,e-Shop,06-11,R
24302389102,270770,2013-03-22,04,04,-1,-1122,117.81,-1239.81,e-Shop,04-04,R
3295483875,272050,2013-03-22,03,01,-3,-1282,403.83,-4249.83,e-Shop,01-03,R
49919154050,270387,2013-03-22,03,01,-4,-800,336.0,-3536.0,e-Shop,01-03,R
43601239827,268952,2013-03-22,10,05,4,873,366.66,3858.66,e-Shop,05-10,S
71638554045,270441,2013-03-22,06,05,3,1277,402.255,4233.255,TeleShop,05-06,S
63345965315,269036,2013-03-22,11,05,1,409,42.945,451.945,e-Shop,05-11,S
78720059098,270693,2013-03-22,12,06,1,1146,120.33,1266.33,e-Shop,06-12,S
87158579709,268177,2013-03-22,10,06,4,721,302.82,3186.82,TeleShop,06-10,S
81383763106,270571,2013-03-22,03,02,5,606,318.15,3348.15,e-Shop,02-03,S
82687336667,266945,2013-03-22,04,03,3,394,124.11,1306.11,e-Shop,03-04,S
79836039885,270582,2013-03-22,07,05,2,154,32.34,340.34,e-Shop,05-07,S
84025679584,269373,2013-03-22,03,01,1,1019,106.995,1125.995,Flagship store,01-03,S
39809394454,273257,2013-03-21,01,01,5,1153,605.325,6370.325,e-Shop,01-01,S
46694904625,274359,2013-03-21,03,01,2,611,128.31,1350.31,e-Shop,01-03,S
15435341860,267995,2013-03-21,12,05,5,1423,747.075,7862.075,TeleShop,05-12,S
